Position Error,Orientation Error,Radi Error Left,Radi Error Right,Number of Friction Change
0.0028364231253510223,-1.6824203498457848,-0.0008873422748777449,-0.0019265861145977142,1
0.0157568951054546,-8.537423051390846,0.0035971628763454555,0.0018922123131069196,2
