t,Goal Position,Actual Position,Actual Velocity,Velocity Limit,commend_time
0.016051054000854492,1625,2431,0,-50,0.1309950351715088
0.03202700614929199,1625,2431,0,-50,0.1309950351715088
0.04798483848571777,1625,2430,-1,-50,0.1309950351715088
0.06391096115112305,1625,2429,-1,-50,0.1309950351715088
0.07991981506347656,1625,2429,-2,-50,0.1309950351715088
0.09601092338562012,1625,2428,-2,-50,0.1309950351715088
0.11198997497558594,1625,2427,-2,-50,0.1309950351715088
0.12792396545410156,1625,2426,-3,-50,0.1309950351715088
0.14400482177734375,1625,2424,-3,-50,0.1309950351715088
0.15990185737609863,1625,2422,-4,-50,0.1309950351715088
0.17593097686767578,1625,2419,-5,-50,0.1309950351715088
0.19189786911010742,1625,2417,-7,-50,0.1309950351715088
0.20788788795471191,1625,2414,-8,-50,0.1309950351715088
0.22391986846923828,1625,2411,-9,-50,0.1309950351715088
0.23987984657287598,1625,2408,-10,-50,0.1309950351715088
0.25593018531799316,1625,2404,-11,-50,0.1309950351715088
0.27196288108825684,1625,2400,-12,-50,0.1309950351715088
0.28815484046936035,1625,2396,-13,-50,0.1309950351715088
0.30410003662109375,1625,2391,-15,-50,0.1309950351715088
0.3200688362121582,1625,2386,-16,-50,0.1309950351715088
0.33594799041748047,1625,2380,-18,-50,0.1309950351715088
0.3518860340118408,1625,2375,-19,-50,0.1309950351715088
0.36797285079956055,1625,2369,-21,-50,0.1309950351715088
0.3839759826660156,1625,2362,-22,-50,0.1309950351715088
0.39994001388549805,1625,2355,-23,-50,0.1309950351715088
0.4158909320831299,1625,2348,-24,-50,0.1309950351715088
0.4319469928741455,1625,2341,-25,-50,0.1309950351715088
0.44788193702697754,1625,2332,-27,-50,0.1309950351715088
0.4638969898223877,1625,2324,-28,-50,0.1309950351715088
0.47989606857299805,1625,2316,-30,-50,0.1309950351715088
0.49599218368530273,1625,2307,-31,-50,0.1309950351715088
0.5119180679321289,1625,2298,-32,-50,0.1309950351715088
0.5278730392456055,1625,2289,-34,-50,0.1309950351715088
0.5439338684082031,1625,2279,-35,-50,0.1309950351715088
0.560034990310669,1625,2269,-36,-50,0.1309950351715088
0.5759050846099854,1625,2259,-37,-50,0.1309950351715088
0.5918798446655273,1625,2249,-38,-50,0.1309950351715088
0.6079878807067871,1625,2239,-39,-50,0.1309950351715088
0.6239340305328369,1625,2229,-39,-50,0.1309950351715088
