t,Goal Position,Actual Position,Actual Velocity,Velocity Limit,commend_time
0.016003131866455078,1625,2477,0,-50,0.13259387016296387
0.03196001052856445,1625,2477,0,-50,0.13259387016296387
0.04793596267700195,1625,2476,0,-50,0.13259387016296387
0.06388592720031738,1625,2475,-1,-50,0.13259387016296387
0.07993698120117188,1625,2475,-1,-50,0.13259387016296387
0.09594488143920898,1625,2474,-2,-50,0.13259387016296387
0.11202406883239746,1625,2473,-2,-50,0.13259387016296387
0.12797904014587402,1625,2472,-2,-50,0.13259387016296387
0.14395809173583984,1625,2470,-3,-50,0.13259387016296387
0.1598830223083496,1625,2468,-4,-50,0.13259387016296387
0.17583203315734863,1625,2466,-5,-50,0.13259387016296387
0.19191288948059082,1625,2463,-7,-50,0.13259387016296387
0.2078540325164795,1625,2461,-8,-50,0.13259387016296387
0.22395110130310059,1625,2458,-9,-50,0.13259387016296387
0.2399590015411377,1625,2454,-10,-50,0.13259387016296387
0.2558770179748535,1625,2450,-11,-50,0.13259387016296387
0.2718849182128906,1625,2446,-12,-50,0.13259387016296387
0.287869930267334,1625,2441,-14,-50,0.13259387016296387
0.3039820194244385,1625,2437,-15,-50,0.13259387016296387
0.3199038505554199,1625,2431,-17,-50,0.13259387016296387
0.335860013961792,1625,2426,-18,-50,0.13259387016296387
0.351834774017334,1625,2420,-20,-50,0.13259387016296387
0.3678278923034668,1625,2414,-21,-50,0.13259387016296387
0.3838047981262207,1625,2407,-22,-50,0.13259387016296387
0.39982104301452637,1625,2401,-23,-50,0.13259387016296387
0.41582298278808594,1625,2394,-24,-50,0.13259387016296387
0.43184685707092285,1625,2387,-25,-50,0.13259387016296387
0.44783902168273926,1625,2380,-26,-50,0.13259387016296387
0.4639160633087158,1625,2371,-27,-50,0.13259387016296387
0.4799048900604248,1625,2364,-28,-50,0.13259387016296387
0.4958341121673584,1625,2355,-30,-50,0.13259387016296387
0.5118980407714844,1625,2346,-31,-50,0.13259387016296387
0.5279209613800049,1625,2337,-33,-50,0.13259387016296387
0.5439820289611816,1625,2327,-34,-50,0.13259387016296387
0.5599360466003418,1625,2317,-35,-50,0.13259387016296387
0.5759449005126953,1625,2307,-36,-50,0.13259387016296387
0.5919458866119385,1625,2296,-37,-50,0.13259387016296387
0.6078779697418213,1625,2285,-39,-50,0.13259387016296387
0.6238870620727539,1625,2275,-41,-50,0.13259387016296387
0.639855146408081,1625,2263,-42,-50,0.13259387016296387
0.6559658050537109,1625,2251,-43,-50,0.13259387016296387
0.6718759536743164,1625,2239,-45,-50,0.13259387016296387
0.6878468990325928,1625,2228,-46,-50,0.13259387016296387
0.7039108276367188,1625,2216,-46,-50,0.13259387016296387
0.7199108600616455,1625,2202,-47,-50,0.13259387016296387
0.7359218597412109,1625,2190,-47,-50,0.13259387016296387
0.7518270015716553,1625,2177,-48,-50,0.13259387016296387
0.7678639888763428,1625,2165,-49,-50,0.13259387016296387
0.783923864364624,1625,2153,-49,-50,0.13259387016296387
0.7998080253601074,1625,2140,-49,-50,0.13259387016296387
0.8158347606658936,1625,2128,-49,-50,0.13259387016296387
0.8318209648132324,1625,2115,-49,-50,0.13259387016296387
0.8478059768676758,1625,2103,-49,-50,0.13259387016296387
0.8638899326324463,1625,2090,-49,-50,0.13259387016296387
0.8798000812530518,1625,2077,-49,-50,0.13259387016296387
0.89581298828125,1625,2064,-49,-50,0.13259387016296387
0.9118740558624268,1625,2052,-49,-50,0.13259387016296387
0.9278981685638428,1625,2040,-49,-50,0.13259387016296387
0.9437880516052246,1625,2027,-49,-50,0.13259387016296387
0.9598331451416016,1625,2015,-49,-50,0.13259387016296387
0.9758598804473877,1625,2002,-49,-50,0.13259387016296387
0.991811990737915,1625,1989,-49,-50,0.13259387016296387
1.0077900886535645,1625,1977,-50,-50,0.13259387016296387
1.023864984512329,1625,1964,-50,-50,0.13259387016296387
1.0400149822235107,1625,1951,-50,-50,0.13259387016296387
1.0559449195861816,1625,1939,-49,-50,0.13259387016296387
1.0720040798187256,1625,1926,-49,-50,0.13259387016296387
1.0879108905792236,1625,1913,-49,-50,0.13259387016296387
1.1038200855255127,1625,1901,-49,-50,0.13259387016296387
1.1198830604553223,1625,1889,-50,-50,0.13259387016296387
1.1358859539031982,1625,1876,-50,-50,0.13259387016296387
1.1518630981445312,1625,1863,-50,-50,0.13259387016296387
1.1678330898284912,1625,1852,-49,-50,0.13259387016296387
1.1840131282806396,1625,1841,-49,-50,0.13259387016296387
1.199941873550415,1625,1829,-48,-50,0.13259387016296387
1.215893030166626,1625,1818,-47,-50,0.13259387016296387
1.23195219039917,1625,1807,-46,-50,0.13259387016296387
1.2478959560394287,1625,1797,-44,-50,0.13259387016296387
1.2638800144195557,1625,1787,-43,-50,0.13259387016296387
1.2798058986663818,1625,1777,-42,-50,0.13259387016296387
1.2958259582519531,1625,1767,-41,-50,0.13259387016296387
1.3117659091949463,1625,1757,-40,-50,0.13259387016296387
1.3278310298919678,1625,1748,-38,-50,0.13259387016296387
1.3437879085540771,1625,1740,-37,-50,0.13259387016296387
1.3597769737243652,1625,1732,-36,-50,0.13259387016296387
1.3758800029754639,1625,1723,-35,-50,0.13259387016296387
1.3919780254364014,1625,1715,-33,-50,0.13259387016296387
1.4078059196472168,1625,1707,-32,-50,0.13259387016296387
1.4238340854644775,1625,1701,-31,-50,0.13259387016296387
1.4398279190063477,1625,1693,-30,-50,0.13259387016296387
1.455888032913208,1625,1687,-29,-50,0.13259387016296387
1.471829891204834,1625,1681,-27,-50,0.13259387016296387
1.4878408908843994,1625,1675,-26,-50,0.13259387016296387
1.5037670135498047,1625,1669,-25,-50,0.13259387016296387
1.5199191570281982,1625,1664,-24,-50,0.13259387016296387
1.535827875137329,1625,1659,-22,-50,0.13259387016296387
1.5519418716430664,1625,1655,-21,-50,0.13259387016296387
1.5680980682373047,1625,1650,-20,-50,0.13259387016296387
1.584183931350708,1625,1646,-19,-50,0.13259387016296387
1.5998039245605469,1625,1642,-17,-50,0.13259387016296387
1.6158339977264404,1625,1639,-16,-50,0.13259387016296387
1.6318347454071045,1625,1637,-15,-50,0.13259387016296387
1.6477959156036377,1625,1634,-13,-50,0.13259387016296387
1.6638147830963135,1625,1631,-12,-50,0.13259387016296387
1.6798598766326904,1625,1629,-11,-50,0.13259387016296387
1.6958749294281006,1625,1627,-10,-50,0.13259387016296387
1.7118988037109375,1625,1626,-9,-50,0.13259387016296387
