t,Goal Position,Actual Position,Actual Velocity,Velocity Limit,commend_time
0.6399359703063965,1625,2225,-38,-50,0.13507819175720215
0.6559658050537109,1625,2212,-40,-50,0.13507819175720215
0.6719508171081543,1625,2198,-43,-50,0.13507819175720215
0.6879198551177979,1625,2184,-47,-50,0.13507819175720215
0.7040607929229736,1625,2171,-50,-50,0.13507819175720215
0.7200570106506348,1625,2159,-51,-50,0.13507819175720215
0.7359938621520996,1625,2146,-51,-50,0.13507819175720215
0.7520339488983154,1625,2133,-51,-50,0.13507819175720215
0.7679438591003418,1625,2121,-51,-50,0.13507819175720215
0.7840368747711182,1625,2109,-50,-50,0.13507819175720215
0.7999558448791504,1625,2097,-49,-50,0.13507819175720215
0.815985918045044,1625,2087,-48,-50,0.13507819175720215
0.8320057392120361,1625,2076,-46,-50,0.13507819175720215
0.8480019569396973,1625,2064,-44,-50,0.13507819175720215
0.8639578819274902,1625,2050,-44,-50,0.13507819175720215
0.879929780960083,1625,2038,-45,-50,0.13507819175720215
0.8960378170013428,1625,2026,-48,-50,0.13507819175720215
0.9119579792022705,1625,2012,-50,-50,0.13507819175720215
0.9279379844665527,1625,1998,-51,-50,0.13507819175720215
0.9439518451690674,1625,1982,-53,-50,0.13507819175720215
0.9599618911743164,1625,1969,-54,-50,0.13507819175720215
0.975909948348999,1625,1957,-55,-50,0.13507819175720215
0.9919149875640869,1625,1944,-54,-50,0.13507819175720215
1.0079967975616455,1625,1932,-52,-50,0.13507819175720215
1.0239589214324951,1625,1920,-50,-50,0.13507819175720215
1.0399601459503174,1625,1908,-49,-50,0.13507819175720215
1.0560319423675537,1625,1900,-47,-50,0.13507819175720215
1.0721919536590576,1625,1889,-44,-50,0.13507819175720215
1.0881068706512451,1625,1875,-43,-50,0.13507819175720215
1.1041429042816162,1625,1861,-45,-50,0.13507819175720215
1.1199579238891602,1625,1850,-47,-50,0.13507819175720215
1.1359169483184814,1625,1839,-48,-50,0.13507819175720215
1.1520209312438965,1625,1825,-49,-50,0.13507819175720215
1.1680119037628174,1625,1811,-50,-50,0.13507819175720215
1.1841039657592773,1625,1800,-49,-50,0.13507819175720215
1.200150966644287,1625,1791,-49,-50,0.13507819175720215
1.2160069942474365,1625,1781,-47,-50,0.13507819175720215
1.2320120334625244,1625,1771,-43,-50,0.13507819175720215
1.2479610443115234,1625,1763,-40,-50,0.13507819175720215
1.264003038406372,1625,1755,-37,-50,0.13507819175720215
1.279965877532959,1625,1749,-34,-50,0.13507819175720215
1.295987844467163,1625,1741,-31,-50,0.13507819175720215
1.3119049072265625,1625,1730,-30,-50,0.13507819175720215
1.3280129432678223,1625,1722,-31,-50,0.13507819175720215
1.3439269065856934,1625,1712,-33,-50,0.13507819175720215
1.3599879741668701,1625,1702,-36,-50,0.13507819175720215
1.3759770393371582,1625,1695,-36,-50,0.13507819175720215
1.3920388221740723,1625,1689,-34,-50,0.13507819175720215
1.4080088138580322,1625,1682,-32,-50,0.13507819175720215
1.4239070415496826,1625,1677,-28,-50,0.13507819175720215
1.4398930072784424,1625,1672,-25,-50,0.13507819175720215
1.4559800624847412,1625,1667,-23,-50,0.13507819175720215
1.4718999862670898,1625,1664,-21,-50,0.13507819175720215
1.4878950119018555,1625,1660,-18,-50,0.13507819175720215
1.5041038990020752,1625,1652,-18,-50,0.13507819175720215
1.5200209617614746,1625,1648,-19,-50,0.13507819175720215
1.5359060764312744,1625,1644,-19,-50,0.13507819175720215
1.5519359111785889,1625,1641,-19,-50,0.13507819175720215
1.567903995513916,1625,1637,-18,-50,0.13507819175720215
1.583970069885254,1625,1635,-15,-50,0.13507819175720215
1.5999629497528076,1625,1632,-13,-50,0.13507819175720215
1.6159348487854004,1625,1630,-11,-50,0.13507819175720215
1.631889820098877,1625,1628,-10,-50,0.13507819175720215
1.648076057434082,1625,1627,-9,-50,0.13507819175720215
1.6638977527618408,1625,1626,-7,-50,0.13507819175720215
